tune_popularity_name,tune_id,tune_popularity_tunebooks,tunes_name,tunes_setting_id_1,tunes_setting_id_2,tunes_setting_id_3,tunes_setting_id_4,tunes_setting_id_5,tunes_setting_id_6,tunes_setting_id_7,tunes_setting_id_8,tunes_setting_id_9,tunes_setting_id_10,tunes_setting_id_11,tunes_setting_id_12,tunes_setting_id_13,tunes_setting_id_14,tunes_setting_id_15,tunes_setting_id_16,tunes_setting_id_17,tunes_setting_id_18,tunes_setting_id_19,tunes_setting_id_20,tunes_setting_id_21,tunes_setting_id_22,tunes_setting_id_23,tunes_setting_id_24,tunes_setting_id_25,tunes_setting_id_26,tunes_setting_id_27,tunes_setting_id_28,tunes_setting_id_29,tunes_setting_id_30,tunes_setting_id_31,tunes_setting_id_32,tunes_type_1,tunes_type_2,tunes_type_3,tunes_type_4,tunes_type_5,tunes_type_6,tunes_type_7,tunes_type_8,tunes_type_9,tunes_type_10,tunes_type_11,tunes_type_12,tunes_type_13,tunes_type_14,tunes_type_15,tunes_type_16,tunes_type_17,tunes_type_18,tunes_type_19,tunes_type_20,tunes_type_21,tunes_type_22,tunes_type_23,tunes_type_24,tunes_type_25,tunes_type_26,tunes_type_27,tunes_type_28,tunes_type_29,tunes_type_30,tunes_type_31,tunes_type_32,tunes_meter_1,tunes_meter_2,tunes_meter_3,tunes_meter_4,tunes_meter_5,tunes_meter_6,tunes_meter_7,tunes_meter_8,tunes_meter_9,tunes_meter_10,tunes_meter_11,tunes_meter_12,tunes_meter_13,tunes_meter_14,tunes_meter_15,tunes_meter_16,tunes_meter_17,tunes_meter_18,tunes_meter_19,tunes_meter_20,tunes_meter_21,tunes_meter_22,tunes_meter_23,tunes_meter_24,tunes_meter_25,tunes_meter_26,tunes_meter_27,tunes_meter_28,tunes_meter_29,tunes_meter_30,tunes_meter_31,tunes_meter_32,tunes_mode_1,tunes_mode_2,tunes_mode_3,tunes_mode_4,tunes_mode_5,tunes_mode_6,tunes_mode_7,tunes_mode_8,tunes_mode_9,tunes_mode_10,tunes_mode_11,tunes_mode_12,tunes_mode_13,tunes_mode_14,tunes_mode_15,tunes_mode_16,tunes_mode_17,tunes_mode_18,tunes_mode_19,tunes_mode_20,tunes_mode_21,tunes_mode_22,tunes_mode_23,tunes_mode_24,tunes_mode_25,tunes_mode_26,tunes_mode_27,tunes_mode_28,tunes_mode_29,tunes_mode_30,tunes_mode_31,tunes_mode_32,tunes_date_1,tunes_date_2,tunes_date_3,tunes_date_4,tunes_date_5,tunes_date_6,tunes_date_7,tunes_date_8,tunes_date_9,tunes_date_10,tunes_date_11,tunes_date_12,tunes_date_13,tunes_date_14,tunes_date_15,tunes_date_16,tunes_date_17,tunes_date_18,tunes_date_19,tunes_date_20,tunes_date_21,tunes_date_22,tunes_date_23,tunes_date_24,tunes_date_25,tunes_date_26,tunes_date_27,tunes_date_28,tunes_date_29,tunes_date_30,tunes_date_31,tunes_date_32,tunes_username_1,tunes_username_2,tunes_username_3,tunes_username_4,tunes_username_5,tunes_username_6,tunes_username_7,tunes_username_8,tunes_username_9,tunes_username_10,tunes_username_11,tunes_username_12,tunes_username_13,tunes_username_14,tunes_username_15,tunes_username_16,tunes_username_17,tunes_username_18,tunes_username_19,tunes_username_20,tunes_username_21,tunes_username_22,tunes_username_23,tunes_username_24,tunes_username_25,tunes_username_26,tunes_username_27,tunes_username_28,tunes_username_29,tunes_username_30,tunes_username_31,tunes_username_32,aliases_name,aliases_alias
"Frieze Breeches, The",34,790,"Frieze Breeches, The",34,12434.0,12435.0,12436.0,12437.0,12438.0,12439.0,12440.0,12441.0,12442.0,12443.0,23529.0,23530.0,23692.0,25270.0,26531.0,30070.0,33010.0,37851.0,46828.0,,,,,,,,,,,,,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,,,,,,,,,,,,,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,,,,,,,,,,,,,Dmajor,Dmajor,Dmixolydian,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmixolydian,Dmixolydian,Dmajor,Dmajor,Dmajor,Dmixolydian,Dmajor,Dmajor,Dmixolydian,Dmajor,,,,,,,,,,,,,2001-05-21 03:56:26,2003-12-02 23:46:00,2011-12-21 07:11:07,2011-12-21 07:22:45,2011-12-21 07:32:39,2011-12-21 16:56:57,2011-12-22 11:42:39,2011-12-26 12:59:02,2011-12-27 17:35:58,2011-12-28 14:41:51,2012-01-10 19:52:21,2014-02-12 21:13:18,2014-02-12 21:22:40,2014-03-02 00:48:02,2014-11-30 08:25:41,2015-05-25 22:39:20,2017-03-18 14:51:24,2018-09-02 23:33:15,2020-05-15 18:05:43,2023-04-19 14:14:33,,,,,,,,,,,,,Jeremy,gian marco,ceolachan,ceolachan,ceolachan,ceolachan,ceolachan,ceolachan,ceolachan,ceolachan,ceolachan,Lucy Rietmann,Lucy Rietmann,Lucy Rietmann,JACKB,Tate,Steve T,Fiddler3,paul19,John E Roche,,,,,,,,,,,,,"Frieze Breeches, The","['Connla', 'Cunla', ""Friar's Breeches, The"", ""Friar's Britches, The"", 'Friars Britches', 'Frieze Breetches, The', 'Frieze Britches, The', ""Fry's Britches"", ""Gallagher's"", ""La San Sean, Ba Chraite An Mhaidin I'"", 'Old Frieze Britches, The']"
"Jig Of Slurs, The",35,1333,"Jig Of Slurs, The",35,12444.0,21484.0,23579.0,26358.0,29236.0,29819.0,31372.0,41743.0,47209.0,,,,,,,,,,,,,,,,,,,,,,,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,,,,,,,,,,,,,,,,,,,,,,,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,,,,,,,,,,,,,,,,,,,,,,,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Gmajor,Dmajor,Dmajor,Dmajor,Dmajor,,,,,,,,,,,,,,,,,,,,,,,2001-05-21 04:05:56,2007-03-07 07:19:01,2013-04-29 08:19:40,2014-02-17 17:39:04,2015-04-24 07:38:24,2016-10-21 14:08:31,2017-02-12 17:26:31,2017-11-21 14:12:29,2021-08-12 09:10:49,2023-05-19 15:31:08,,,,,,,,,,,,,,,,,,,,,,,Jeremy,ceolachan,ceolachan,Mr G. Cunningham,Mix O'Lydian,PJ Mediterranean,Tijn Berends,Jerry O'Donnell,Natalia,Makenzie,,,,,,,,,,,,,,,,,,,,,,,"Jig Of Slurs, The","[""Jig O' Slurs, The""]"
"Golden Keyboard, The",36,873,"Golden Keyboard, The",36,21584.0,24517.0,28702.0,29381.0,38023.0,38061.0,43578.0,44064.0,47086.0,,,,,,,,,,,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,,,,,,,Edorian,Edorian,Edorian,Edorian,Fmajor,Edorian,Edorian,Edorian,Edorian,Edorian,,,,,,,,,,,,,,,,,,,,,,,2001-05-21 04:07:11,2013-05-25 12:27:27,2014-07-20 21:50:24,2016-04-28 06:44:05,2016-11-25 17:21:09,2020-05-31 23:18:53,2020-06-04 18:49:26,2022-04-12 19:57:31,2022-06-13 06:08:57,2023-05-10 08:51:52,,,,,,,,,,,,,,,,,,,,,,,Jeremy,Werner Zipperer,sebastian the m3g4p0p,gian marco,Thady Quill,Larke,Judi M'Star,Rick Payman,Yooval,Benjamin Glauser,,,,,,,,,,,,,,,,,,,,,,,"Golden Keyboard, The","['An Méarchlár Órga', 'Golden Headboard, The']"
"Gold Ring, The",37,604,"Gold Ring, The",37,12445.0,12446.0,12447.0,21061.0,24456.0,24911.0,,,,,,,,,,,,,,,,,,,,,,,,,,jig,jig,jig,jig,jig,jig,jig,,,,,,,,,,,,,,,,,,,,,,,,,,6/8,6/8,6/8,6/8,6/8,6/8,6/8,,,,,,,,,,,,,,,,,,,,,,,,,,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-21 04:08:50,2002-09-16 16:49:16,2003-01-24 15:30:18,2007-01-27 06:47:21,2013-02-25 17:02:04,2014-07-13 16:18:09,2014-10-05 18:46:27,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,Toni Ribas,CreadurMawnOrganig,JACKB,swisspiper,Larke,sebastian the m3g4p0p,,,,,,,,,,,,,,,,,,,,,,,,,,"Gold Ring, The","['An Fáinne Óir', 'An Fáinne Ór', 'An Faire', 'Fainne Oir', 'Golden Ring, The']"
"Galway, The",38,663,"Galway, The",38,12448.0,12449.0,12450.0,12451.0,26420.0,30534.0,34129.0,35618.0,44719.0,45465.0,46475.0,,,,,,,,,,,,,,,,,,,,,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,,,,,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,,,,,Dmajor,Gmajor,Gmajor,Dmajor,Dmajor,Dmajor,Gmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,,,,,,,,,,,,,,,,,,,,,2001-05-21 04:10:44,2008-08-15 11:16:46,2008-08-15 11:21:31,2008-08-15 11:34:57,2008-12-20 21:56:10,2015-05-04 22:57:04,2017-06-21 08:13:50,2019-01-24 16:18:26,2019-08-15 04:19:47,2022-09-01 19:32:05,2022-11-28 10:19:56,2023-03-17 23:06:06,,,,,,,,,,,,,,,,,,,,,Jeremy,ceolachan,ceolachan,ceolachan,benhockenberry,JoJofidhlear,Dalta na bPíob,Eubonian,NfldWhistler,swisspiper,Eric Lebon,Fernando Durbán Galnares,,,,,,,,,,,,,,,,,,,,,"Galway, The","['Bald Headed Bachelor, The', 'Cornphíopa Na Gaillimhe', ""Dan Lowry's"", ""McDermott's"", ""McDermott's No.1""]"
"Kerry, The",39,1452,"Kerry, The",39,12452.0,12453.0,12454.0,25367.0,28899.0,29902.0,30506.0,31473.0,33378.0,39703.0,44239.0,45472.0,47154.0,,,,,,,,,,,,,,,,,,,polka,polka,polka,polka,polka,polka,polka,polka,polka,polka,polka,polka,polka,polka,,,,,,,,,,,,,,,,,,,2/4,2/4,2/4,2/4,2/4,2/4,2/4,2/4,2/4,2/4,2/4,2/4,2/4,2/4,,,,,,,,,,,,,,,,,,,Dmajor,Gmajor,Gmajor,Gmajor,Dmajor,Dmajor,Adorian,Dmajor,Dmajor,Dmajor,Gmajor,Dmajor,Gmajor,Dmajor,,,,,,,,,,,,,,,,,,,2001-05-21 04:11:48,2007-07-14 11:15:24,2008-11-14 16:00:46,2008-11-14 16:16:49,2014-12-14 21:14:29,2016-06-21 01:01:09,2017-02-19 22:11:32,2017-06-18 12:39:09,2017-12-11 10:03:10,2018-10-19 21:38:51,2020-11-29 13:53:49,2022-06-29 13:36:45,2022-11-29 12:18:52,2023-05-15 23:15:10,,,,,,,,,,,,,,,,,,,Jeremy,Jeffery,ceolachan,ceolachan,ceolachan,Lucy Rietmann,John Foley,Michael Toomey,Sergei Ejov,Edgar Bolton,brailsford,Iain_0C,lusoceltibero,Aaron Bergen,,,,,,,,,,,,,,,,,,,"Kerry, The","[""Daly's"", 'East Limerick', 'Easy Limerick, The', ""Egan's"", 'Egans', ""John Egan's"", ""Peg Ryan's""]"
"Guns Of The Magnificent Seven, The",40,461,"Guns Of The Magnificent Seven, The",40,12455.0,12456.0,25478.0,30913.0,34405.0,44145.0,45373.0,,,,,,,,,,,,,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,,,,,,,,,Adorian,Adorian,Adorian,Adorian,Adorian,Adorian,Adorian,Adorian,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-21 04:21:51,2003-01-12 03:24:06,2003-01-13 00:23:49,2014-12-28 23:34:48,2017-08-23 16:00:04,2019-03-02 08:28:55,2022-06-20 21:17:16,2022-11-16 17:28:24,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,Will Harmon,Dr. Dow,JACKB,Damien Rogeau,James Dumbelton,DaveF,DaveF,,,,,,,,,,,,,,,,,,,,,,,,,"Guns Of The Magnificent Seven, The","[""Fintan McManus's"", 'Guns, The', 'Return Of The Magnificent Seven']"
"Green Groves Of Erin, The",41,627,"Green Groves Of Erin, The",41,12457.0,12458.0,12459.0,25493.0,32134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,,,,,,,,,,,Amixolydian,Adorian,Adorian,Amajor,Amixolydian,Adorian,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-21 04:22:59,2005-02-12 08:04:00,2005-08-29 04:29:23,2007-11-10 06:36:37,2014-12-29 02:23:06,2018-03-25 19:00:09,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,slainte,Dr. Dow,Nigel Gatherer,JACKB,Ian Varley,,,,,,,,,,,,,,,,,,,,,,,,,,,"Green Groves Of Erin, The","['Green Groves, The', 'Ned Falveys']"
"Gravel Walks, The",42,2597,"Gravel Walks, The",42,12460.0,20812.0,31491.0,32615.0,38201.0,38552.0,39424.0,40771.0,43558.0,44250.0,,,,,,,,,,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,,,,,,Adorian,Gmajor,Adorian,Adorian,Amixolydian,Adorian,Adorian,Adorian,Adorian,Adorian,Adorian,,,,,,,,,,,,,,,,,,,,,,2001-05-21 04:23:59,2007-12-13 19:01:40,2013-02-03 12:44:35,2017-12-12 08:21:20,2018-06-21 22:56:26,2020-06-17 18:52:23,2020-07-18 15:31:25,2020-10-29 20:17:52,2021-03-12 23:14:32,2022-04-10 17:49:03,2022-06-30 20:00:40,,,,,,,,,,,,,,,,,,,,,,Jeremy,benhockenberry,Tate,Sergei Ejov,Daniel Parker,Damien Rogeau,Shablabar,janglecrow,shanachie,Nicolastille,Blunty026,,,,,,,,,,,,,,,,,,,,,,"Gravel Walks, The","['Asphalt Walk', ""Barty's Choice"", ""Grannie's Gravel Walks"", 'Gravel Path To Granny', ""Gravel Path To Granny's, The"", 'Gravel Walk', ""Gravel Walk To Grania's, The"", ""Gravel Walk To Granny's, The"", 'Gravel Walk, The', 'Gravel Walk, The', 'Gravel Walks To Granie, The', 'Gravel Walks To Grannie', 'Gravel Walks To Grannie, The', 'Gravelwalk', 'Gravelwalks, The', 'Na Cosáin Ghriothail', ""Walk To Grania's""]"
"Geese In The Bog, The",43,1261,"Geese In The Bog, The",43,12461.0,12463.0,12464.0,12465.0,12466.0,24277.0,27800.0,35107.0,36829.0,36830.0,36831.0,,,,,,,,,,,,,,,,,,,,,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,,,,,,,,,,,,,,,,,,,,,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,,,,,,,,,,,,,,,,,,,,,Aminor,Adorian,Aminor,Dmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Adorian,,,,,,,,,,,,,,,,,,,,,2001-05-21 04:24:50,2004-02-08 10:33:55,2006-04-26 06:48:17,2007-05-10 08:43:14,2007-10-21 08:07:22,2012-10-15 16:29:18,2014-06-10 23:35:05,2015-12-08 06:39:47,2019-06-17 05:07:03,2019-12-16 03:58:38,2019-12-16 04:00:39,2019-12-16 04:01:57,,,,,,,,,,,,,,,,,,,,,Jeremy,gian marco,brotherstorm,Stevie D,PJ Mediterranean,jakethepeg,janglecrow,JACKB,NfldWhistler,NfldWhistler,NfldWhistler,NfldWhistler,,,,,,,,,,,,,,,,,,,,,"Geese In The Bog, The","['Geese In The Bogs, The', 'Humours Of Ballinafad, The', ""Ken Fahey's"", 'Na Géanna Sa Phortach', 'Old Geese In The Bog, The']"
"High, The",44,989,"High, The",44,12467.0,12468.0,12469.0,26832.0,29400.0,37492.0,38550.0,,,,,,,,,,,,,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,,,,,,,,,Amixolydian,Amixolydian,Dmajor,Amajor,Amixolydian,Amixolydian,Amixolydian,Amixolydian,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-21 04:38:33,2005-07-26 08:02:01,2006-05-03 15:29:29,2007-10-05 07:26:36,2015-07-14 04:28:01,2016-11-28 09:57:20,2020-03-21 00:18:01,2020-07-18 15:22:16,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,Aidan Crossey,patrickmclaurin,Nigel Gatherer,Ian Varley,JACKB,Chris Fargen,Shablabar,,,,,,,,,,,,,,,,,,,,,,,,,"High, The","['Alexander Duff', 'An Ríl Ard', 'An T-Árd Ríl', 'Árdcor', 'Árdríl', ""Dr MacKinnon's"", 'Duffy The Dancer', 'Gauger, The', 'Sandy Duff']"
"Humours Of Glendart, The",45,1147,"Humours Of Glendart, The",45,8665.0,12470.0,12471.0,12472.0,12473.0,19599.0,27221.0,27793.0,30557.0,33201.0,35216.0,39713.0,40288.0,46676.0,,,,,,,,,,,,,,,,,,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,,,,,,,,,,,,,,,,,,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,,,,,,,,,,,,,,,,,,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,,,,,,,,,,,,,,,,,,2001-05-25 02:41:57,2008-06-28 17:32:44,2005-11-15 17:01:51,2007-02-10 07:22:10,2008-08-23 04:45:05,2011-03-04 06:03:24,2010-03-12 15:20:51,2015-09-23 19:36:36,2015-12-08 02:48:10,2017-06-24 19:37:45,2018-09-27 13:33:20,2019-07-03 03:02:06,2020-11-30 18:06:13,2021-01-22 22:43:18,2023-04-06 00:32:50,,,,,,,,,,,,,,,,,,Jeremy,Mike Floorstand,Will Harmon,Loughcurra,Nigel Gatherer,ceolachan,ceolachan,An Draighean,JACKB,Ben Robinette,Gary B,BenH,MarMac,Michael Toomey,Aaron Bergen,,,,,,,,,,,,,,,,,,"Humours Of Glendart, The","['Cashel, The', ""Curraig Diamuid Do'n Capall Beg"", 'Custom House, The', 'Darby Gallagher', ""Darby Gallagher's"", 'East At Glendart', 'East Of Glendart', 'East To Glendart', ""Finley's"", 'Housemaid, The', 'Humors Of Glendart, The', ""Humours O' Glendart, The"", 'Humours Of Glen, The', 'Humours Of Glendarth, The', 'Humours Of Glentart, The', 'Shins Around The Fire', 'Shins Around The Fireside', 'Súgradh Ghleann Dairte', 'Tim The Piper']"
"Humours Of Whiskey, The",46,619,"Humours Of Whiskey, The",46,12474.0,12475.0,12870.0,23298.0,26976.0,31539.0,31541.0,42173.0,,,,,,,,,,,,,,,,,,,,,,,,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,,,,,,,,,,,,,,,,,,,,,,,,9/8,9/8,9/8,9/8,9/8,9/8,9/8,9/8,9/8,,,,,,,,,,,,,,,,,,,,,,,,Bminor,Dmajor,Bminor,Dmajor,Bminor,Bminor,Dmajor,Bminor,Bminor,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 02:43:15,2008-06-26 20:24:46,2012-02-24 12:51:43,2006-05-03 15:32:11,2014-01-20 02:30:58,2015-08-02 16:58:22,2017-12-21 21:14:47,2017-12-22 19:34:20,2021-10-23 12:15:04,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,Smiley,ceolachan,patrickmclaurin,marcpipes,Christian_T,Emma Miller,ceili,Spencer Chandler,,,,,,,,,,,,,,,,,,,,,,,,"Humours Of Whiskey, The","['Humours Of Whisky, The', 'Phuktiphanno', 'Plearacha Na Ceise']"
"Humours Of Westport, The",47,319,"Humours Of Westport, The",47,12476.0,29243.0,29244.0,32563.0,39758.0,44065.0,45880.0,45881.0,,,,,,,,,,,,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,,,,,,,,Fmajor,Fmajor,Fmajor,Gmajor,Dmajor,Dmajor,Fmajor,Cmajor,Dmajor,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 02:44:25,2002-05-26 08:07:35,2016-10-24 04:06:14,2016-10-24 07:39:54,2018-06-10 20:21:40,2020-12-04 13:28:56,2022-06-13 11:26:40,2023-01-14 13:30:29,2023-01-14 13:34:00,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,Zina Lee,Ian Varley,swisspiper,Dakotabanjo,Fernando Durbán Galnares,jmeme,Andrew Newland,Andrew Newland,,,,,,,,,,,,,,,,,,,,,,,,"Humours Of Westport, The","['Because He Was A Bonny Lad', 'Col McBain', 'Humors Of Westport, The', ""Maguinnis' Delight"", ""McBand's"", 'Milestone At The Garden, The', ""Tom Billy's""]"
Hardiman The Fiddler,48,895,Hardiman The Fiddler,48,12477.0,12478.0,25757.0,25766.0,26071.0,35324.0,44327.0,,,,,,,,,,,,,,,,,,,,,,,,,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,,,,,,,,,,,,,,,,,,,,,,,,,9/8,9/8,9/8,9/8,9/8,9/8,9/8,9/8,,,,,,,,,,,,,,,,,,,,,,,,,Adorian,Adorian,Adorian,Adorian,Adorian,Adorian,Adorian,Bminor,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 02:45:20,2008-09-26 08:49:06,2010-07-15 14:39:39,2015-02-12 17:49:02,2015-02-16 01:16:22,2015-03-19 14:11:16,2019-07-16 14:46:27,2022-07-12 09:48:40,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,ceolachan,muspc,ConorW,JACKB,ConorW,Michael Toomey,JACKB,,,,,,,,,,,,,,,,,,,,,,,,,Hardiman The Fiddler,"['Heart Of A Loaf, The', 'Poitín Whiskey', 'Pottien Whiskey']"
"Harvest Home, The",49,2681,"Harvest Home, The",49,12479.0,21792.0,22979.0,26326.0,29014.0,31579.0,31999.0,38553.0,46582.0,46624.0,47096.0,,,,,,,,,,,,,,,,,,,,,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,,,,,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,,,,,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Gmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,,,,,,,,,,,,,,,,,,,,,2001-05-25 02:46:39,2002-02-07 15:12:10,2013-06-25 00:19:49,2013-12-03 00:01:42,2015-04-17 12:20:34,2016-08-02 20:30:07,2017-12-28 14:39:11,2018-03-11 23:08:18,2020-07-18 15:52:02,2023-03-27 11:47:24,2023-04-01 17:00:23,2023-05-11 00:27:42,,,,,,,,,,,,,,,,,,,,,Jeremy,b.maloney,Bryce,Lucy Rietmann,Mix O'Lydian,GaryAMartin,rorymellishollins,Monty Campbell,Shablabar,snorre,EdelGribbin,Aaron Bergen,,,,,,,,,,,,,,,,,,,,,"Harvest Home, The","['Cincinatti', 'Cincinnati', 'Cork', 'Cork, The', 'Harvest Homes', 'Harvest Time']"
Jackie Coleman's,50,622,Jackie Coleman's,50,12481.0,12483.0,22152.0,25457.0,43499.0,45570.0,,,,,,,,,,,,,,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,,,,,,,,,,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 02:47:22,2008-01-07 16:30:38,2008-02-08 13:06:22,2013-08-23 18:45:39,2014-12-27 04:39:18,2022-04-04 07:23:34,2022-12-08 14:22:58,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,irishflute93,PJ Mediterranean,Tate,JACKB,gian marco,Aberfoyle Whistler,,,,,,,,,,,,,,,,,,,,,,,,,,Jackie Coleman's,"[""Farmer Moroney's"", ""Jackie Coleman's #1""]"
Johnny Boyle's,51,87,Johnny Boyle's,51,12484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jig,jig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/8,6/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gmajor,Dmixolydian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 02:49:27,2008-11-11 19:15:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,sonofrobert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kid On The Mountain, The",52,2658,"Kid On The Mountain, The",52,12486.0,12487.0,12488.0,12489.0,22165.0,24780.0,26597.0,27534.0,31660.0,34212.0,38558.0,42382.0,42756.0,45355.0,46733.0,47079.0,47539.0,,,,,,,,,,,,,,,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,slip jig,,,,,,,,,,,,,,,9/8,9/8,9/8,9/8,9/8,9/8,9/8,9/8,9/8,9/8,9/8,9/8,9/8,9/8,9/8,9/8,9/8,9/8,,,,,,,,,,,,,,,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor,Gmajor,Eminor,Eminor,,,,,,,,,,,,,,,2001-05-25 02:50:51,2006-05-28 05:22:19,2006-05-28 05:32:47,2006-05-28 09:42:57,2006-05-29 08:45:56,2013-08-29 10:22:14,2014-08-26 02:01:11,2015-06-09 11:18:06,2015-11-03 14:50:30,2018-01-13 18:02:18,2019-01-30 07:51:02,2020-07-18 16:32:43,2021-11-21 06:02:08,2022-01-09 06:18:25,2022-11-15 11:24:15,2023-04-11 19:22:18,2023-05-09 14:13:27,2023-06-27 21:57:18,,,,,,,,,,,,,,,Jeremy,ceolachan,ceolachan,ceolachan,Pippa,Micah Walter,Vokuhila,JACKB,Moxhe,franriosvi,luddite,Shablabar,Madeleine Townley,Connor Hickey,lusoceltibero,Clare musician,Benjamin Glauser,shanachie,,,,,,,,,,,,,,,"Kid On The Mountain, The","['Bogadh Faoi Shúsa', 'Bugga Fee Hoosa', 'Kid Of The Mountain, The', 'Kid On A Mountain, The']"
